,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_PAR_TOT,PRECTOTCORR,RH2M,WS2M,T2M_MAX,T2M_MIN,Biomass,Location
6444,"3260,34","24604,61","1538,74","15495,85","68,65","4323,39","2852,56","189,853024",Municipio_Encino_Aptitud_No apta_920.csv
6445,"3284,01","23872,16","927,22","15635,32","72,08","4190,81","2810,37","138,9089221",Municipio_Encino_Aptitud_No apta_920.csv
6446,"3346,7","24603,63","1004,64","15182,25","78,56","4467,24","2906,41","209,7086878",Municipio_Encino_Aptitud_No apta_920.csv
6447,"3290,55","23992,86","716,14","14872,51","70,34","4519,38","2922,79","129,1264279",Municipio_Encino_Aptitud_No apta_921.csv
6448,"3321,51","23760,45","409,65","14007,75","69,87","4687,03","2922,37","106,5037561",Municipio_Encino_Aptitud_No apta_921.csv
6449,"3333,72","24490,79","141,08","12549,16","67,28","4921,4","3019,87","107,0805971",Municipio_Encino_Aptitud_No apta_921.csv
6450,"3239,65","23827,48","409,69","13512,48","78,47","4804,24","3059,38","112,673151",Municipio_Encino_Aptitud_No apta_921.csv
6451,"3260,34","24604,61","1538,74","15495,85","68,65","4323,39","2852,56","189,853024",Municipio_Encino_Aptitud_No apta_921.csv
6452,"3284,01","23872,16","927,22","15635,32","72,08","4190,81","2810,37","138,9089221",Municipio_Encino_Aptitud_No apta_921.csv
6453,"3346,7","24603,63","1004,64","15182,25","78,56","4467,24","2906,41","209,7086878",Municipio_Encino_Aptitud_No apta_921.csv
6454,"2843,62","24363,35","716,14","14872,51","70,34","4519,38","2922,79","152,4738864",Municipio_Encino_Aptitud_No apta_922.csv
6455,"3100,77","24096,52","409,65","14007,75","69,87","4687,03","2922,37","105,5572094",Municipio_Encino_Aptitud_No apta_922.csv
6456,"2830,77","24853,91","141,08","12549,16","67,28","4921,4","3019,87","91,9003112",Municipio_Encino_Aptitud_No apta_922.csv
6457,"3075,57","24161,97","409,69","13512,48","78,47","4804,24","3059,38","112,5752221",Municipio_Encino_Aptitud_No apta_922.csv
6458,"2885,52","25079,01","1538,74","15495,85","68,65","4323,39","2852,56","166,9495452",Municipio_Encino_Aptitud_No apta_922.csv
6459,"3109,23","24279,24","927,22","15635,32","72,08","4190,81","2810,37","135,8087853",Municipio_Encino_Aptitud_No apta_922.csv
6460,"2881,48","25057,24","1004,64","15182,25","78,56","4467,24","2906,41","185,3659166",Municipio_Encino_Aptitud_No apta_922.csv
6461,"2843,62","24363,35","716,14","14872,51","70,34","4519,38","2922,79","152,4738864",Municipio_Encino_Aptitud_No apta_923.csv
6462,"3100,77","24096,52","409,65","14007,75","69,87","4687,03","2922,37","105,5572094",Municipio_Encino_Aptitud_No apta_923.csv
6463,"2830,77","24853,91","141,08","12549,16","67,28","4921,4","3019,87","91,9003112",Municipio_Encino_Aptitud_No apta_923.csv
6464,"3075,57","24161,97","409,69","13512,48","78,47","4804,24","3059,38","112,5752221",Municipio_Encino_Aptitud_No apta_923.csv
6465,"2885,52","25079,01","1538,74","15495,85","68,65","4323,39","2852,56","166,9495452",Municipio_Encino_Aptitud_No apta_923.csv
6466,"3109,23","24279,24","927,22","15635,32","72,08","4190,81","2810,37","135,8087853",Municipio_Encino_Aptitud_No apta_923.csv
6467,"2881,48","25057,24","1004,64","15182,25","78,56","4467,24","2906,41","185,3659166",Municipio_Encino_Aptitud_No apta_923.csv
6468,"2843,62","24363,35","716,14","14872,51","70,34","4519,38","2922,79","152,4738864",Municipio_Encino_Aptitud_No apta_924.csv
6469,"3100,77","24096,52","409,65","14007,75","69,87","4687,03","2922,37","105,5572094",Municipio_Encino_Aptitud_No apta_924.csv
6470,"2830,77","24853,91","141,08","12549,16","67,28","4921,4","3019,87","91,9003112",Municipio_Encino_Aptitud_No apta_924.csv
6471,"3075,57","24161,97","409,69","13512,48","78,47","4804,24","3059,38","112,5752221",Municipio_Encino_Aptitud_No apta_924.csv
6472,"2885,52","25079,01","1538,74","15495,85","68,65","4323,39","2852,56","166,9495452",Municipio_Encino_Aptitud_No apta_924.csv
6473,"3109,23","24279,24","927,22","15635,32","72,08","4190,81","2810,37","135,8087853",Municipio_Encino_Aptitud_No apta_924.csv
6474,"2881,48","25057,24","1004,64","15182,25","78,56","4467,24","2906,41","185,3659166",Municipio_Encino_Aptitud_No apta_924.csv
6475,"2843,62","24363,35","716,14","14872,51","70,34","4519,38","2922,79","152,4738864",Municipio_Encino_Aptitud_No apta_925.csv
6476,"3100,77","24096,52","409,65","14007,75","69,87","4687,03","2922,37","105,5572094",Municipio_Encino_Aptitud_No apta_925.csv
6477,"2830,77","24853,91","141,08","12549,16","67,28","4921,4","3019,87","91,9003112",Municipio_Encino_Aptitud_No apta_925.csv
6478,"3075,57","24161,97","409,69","13512,48","78,47","4804,24","3059,38","112,5752221",Municipio_Encino_Aptitud_No apta_925.csv
6479,"2885,52","25079,01","1538,74","15495,85","68,65","4323,39","2852,56","166,9495452",Municipio_Encino_Aptitud_No apta_925.csv
6480,"3109,23","24279,24","927,22","15635,32","72,08","4190,81","2810,37","135,8087853",Municipio_Encino_Aptitud_No apta_925.csv
6481,"2881,48","25057,24","1004,64","15182,25","78,56","4467,24","2906,41","185,3659166",Municipio_Encino_Aptitud_No apta_925.csv
6482,"2843,62","24363,35","716,14","14872,51","70,34","4519,38","2922,79","152,4738864",Municipio_Encino_Aptitud_No apta_926.csv
6483,"3100,77","24096,52","409,65","14007,75","69,87","4687,03","2922,37","105,5572094",Municipio_Encino_Aptitud_No apta_926.csv
6484,"2830,77","24853,91","141,08","12549,16","67,28","4921,4","3019,87","91,9003112",Municipio_Encino_Aptitud_No apta_926.csv
6485,"3075,57","24161,97","409,69","13512,48","78,47","4804,24","3059,38","112,5752221",Municipio_Encino_Aptitud_No apta_926.csv
6486,"2885,52","25079,01","1538,74","15495,85","68,65","4323,39","2852,56","166,9495452",Municipio_Encino_Aptitud_No apta_926.csv
6487,"3109,23","24279,24","927,22","15635,32","72,08","4190,81","2810,37","135,8087853",Municipio_Encino_Aptitud_No apta_926.csv
6488,"2881,48","25057,24","1004,64","15182,25","78,56","4467,24","2906,41","185,3659166",Municipio_Encino_Aptitud_No apta_926.csv
6489,"2843,62","24363,35","716,14","14872,51","70,34","4519,38","2922,79","152,4738864",Municipio_Encino_Aptitud_No apta_927.csv
6490,"3100,77","24096,52","409,65","14007,75","69,87","4687,03","2922,37","105,5572094",Municipio_Encino_Aptitud_No apta_927.csv
6491,"2830,77","24853,91","141,08","12549,16","67,28","4921,4","3019,87","91,9003112",Municipio_Encino_Aptitud_No apta_927.csv
6492,"3075,57","24161,97","409,69","13512,48","78,47","4804,24","3059,38","112,5752221",Municipio_Encino_Aptitud_No apta_927.csv
6493,"2885,52","25079,01","1538,74","15495,85","68,65","4323,39","2852,56","166,9495452",Municipio_Encino_Aptitud_No apta_927.csv
6494,"3109,23","24279,24","927,22","15635,32","72,08","4190,81","2810,37","135,8087853",Municipio_Encino_Aptitud_No apta_927.csv
6495,"2881,48","25057,24","1004,64","15182,25","78,56","4467,24","2906,41","185,3659166",Municipio_Encino_Aptitud_No apta_927.csv
6496,"2843,62","24363,35","716,14","14872,51","70,34","4519,38","2922,79","152,4738864",Municipio_Encino_Aptitud_No apta_928.csv
6497,"3100,77","24096,52","409,65","14007,75","69,87","4687,03","2922,37","105,5572094",Municipio_Encino_Aptitud_No apta_928.csv
6498,"2830,77","24853,91","141,08","12549,16","67,28","4921,4","3019,87","91,9003112",Municipio_Encino_Aptitud_No apta_928.csv
6499,"3075,57","24161,97","409,69","13512,48","78,47","4804,24","3059,38","112,5752221",Municipio_Encino_Aptitud_No apta_928.csv
6500,"2885,52","25079,01","1538,74","15495,85","68,65","4323,39","2852,56","166,9495452",Municipio_Encino_Aptitud_No apta_928.csv
6501,"3109,23","24279,24","927,22","15635,32","72,08","4190,81","2810,37","135,8087853",Municipio_Encino_Aptitud_No apta_928.csv
6502,"2881,48","25057,24","1004,64","15182,25","78,56","4467,24","2906,41","185,3659166",Municipio_Encino_Aptitud_No apta_928.csv
6503,"2843,62","24363,35","716,14","14872,51","70,34","4519,38","2922,79","152,4738864",Municipio_Encino_Aptitud_No apta_929.csv
6504,"3100,77","24096,52","409,65","14007,75","69,87","4687,03","2922,37","105,5572094",Municipio_Encino_Aptitud_No apta_929.csv
6505,"2830,77","24853,91","141,08","12549,16","67,28","4921,4","3019,87","91,9003112",Municipio_Encino_Aptitud_No apta_929.csv
6506,"3075,57","24161,97","409,69","13512,48","78,47","4804,24","3059,38","112,5752221",Municipio_Encino_Aptitud_No apta_929.csv
6507,"2885,52","25079,01","1538,74","15495,85","68,65","4323,39","2852,56","166,9495452",Municipio_Encino_Aptitud_No apta_929.csv
6508,"3109,23","24279,24","927,22","15635,32","72,08","4190,81","2810,37","135,8087853",Municipio_Encino_Aptitud_No apta_929.csv
6509,"2881,48","25057,24","1004,64","15182,25","78,56","4467,24","2906,41","185,3659166",Municipio_Encino_Aptitud_No apta_929.csv
6510,"2843,62","24363,35","716,14","14872,51","70,34","4519,38","2922,79","152,4738864",Municipio_Enciso_Aptitud_Media_930.csv
6511,"3100,77","24096,52","409,65","14007,75","69,87","4687,03","2922,37","105,5572094",Municipio_Enciso_Aptitud_Media_930.csv
6512,"2830,77","24853,91","141,08","12549,16","67,28","4921,4","3019,87","91,9003112",Municipio_Enciso_Aptitud_Media_930.csv
6513,"3075,57","24161,97","409,69","13512,48","78,47","4804,24","3059,38","112,5752221",Municipio_Enciso_Aptitud_Media_930.csv
6514,"2885,52","25079,01","1538,74","15495,85","68,65","4323,39","2852,56","166,9495452",Municipio_Enciso_Aptitud_Media_930.csv
6515,"3109,23","24279,24","927,22","15635,32","72,08","4190,81","2810,37","135,8087853",Municipio_Enciso_Aptitud_Media_930.csv
6516,"2881,48","25057,24","1004,64","15182,25","78,56","4467,24","2906,41","185,3659166",Municipio_Enciso_Aptitud_Media_930.csv
6517,"2843,62","24363,35","716,14","14872,51","70,34","4519,38","2922,79","152,4738864",Municipio_Enciso_Aptitud_Media_931.csv
6518,"3100,77","24096,52","409,65","14007,75","69,87","4687,03","2922,37","105,5572094",Municipio_Enciso_Aptitud_Media_931.csv
6519,"2830,77","24853,91","141,08","12549,16","67,28","4921,4","3019,87","91,9003112",Municipio_Enciso_Aptitud_Media_931.csv
6520,"3075,57","24161,97","409,69","13512,48","78,47","4804,24","3059,38","112,5752221",Municipio_Enciso_Aptitud_Media_931.csv
6521,"2885,52","25079,01","1538,74","15495,85","68,65","4323,39","2852,56","166,9495452",Municipio_Enciso_Aptitud_Media_931.csv
6522,"3109,23","24279,24","927,22","15635,32","72,08","4190,81","2810,37","135,8087853",Municipio_Enciso_Aptitud_Media_931.csv
6523,"2881,48","25057,24","1004,64","15182,25","78,56","4467,24","2906,41","185,3659166",Municipio_Enciso_Aptitud_Media_931.csv
6524,"2843,62","24363,35","716,14","14872,51","70,34","4519,38","2922,79","152,4738864",Municipio_Enciso_Aptitud_Media_932.csv
6525,"3100,77","24096,52","409,65","14007,75","69,87","4687,03","2922,37","105,5572094",Municipio_Enciso_Aptitud_Media_932.csv
6526,"2830,77","24853,91","141,08","12549,16","67,28","4921,4","3019,87","91,9003112",Municipio_Enciso_Aptitud_Media_932.csv
6527,"3075,57","24161,97","409,69","13512,48","78,47","4804,24","3059,38","112,5752221",Municipio_Enciso_Aptitud_Media_932.csv
6528,"2885,52","25079,01","1538,74","15495,85","68,65","4323,39","2852,56","166,9495452",Municipio_Enciso_Aptitud_Media_932.csv
6529,"3109,23","24279,24","927,22","15635,32","72,08","4190,81","2810,37","135,8087853",Municipio_Enciso_Aptitud_Media_932.csv
6530,"2881,48","25057,24","1004,64","15182,25","78,56","4467,24","2906,41","185,3659166",Municipio_Enciso_Aptitud_Media_932.csv
6531,"2843,62","24363,35","1015,16","15247,18","132,75","3692,09","2041,91","57,24429452",Municipio_Enciso_Aptitud_Media_933.csv
6532,"3100,77","24096,52","469,82","14860,49","127,42","3764,8","2068,85","37,97152579",Municipio_Enciso_Aptitud_Media_933.csv
6533,"2830,77","24853,91","212,2","13893,51","134,03","3915,41","2103,57","32,28162055",Municipio_Enciso_Aptitud_Media_933.csv
6534,"3075,57","24161,97","373,17","13820,38","131,27","4094,8","2227,8","49,26995378",Municipio_Enciso_Aptitud_Media_933.csv
6535,"2885,52","25079,01","1441,24","15411,74","124,34","3609,65","1997,61","49,48673684",Municipio_Enciso_Aptitud_Media_933.csv
6536,"3109,23","24279,24","874,55","15565,17","122,81","3531,38","2003,3","41,56524235",Municipio_Enciso_Aptitud_Media_933.csv
6537,"2881,48","25057,24","1046,57","15376,56","155,01","3670,95","2080,11","61,20643681",Municipio_Enciso_Aptitud_Media_933.csv
6538,"2843,62","24363,35","1015,16","15247,18","132,75","3692,09","2041,91","57,24429452",Municipio_Enciso_Aptitud_Media_934.csv
6539,"3100,77","24096,52","469,82","14860,49","127,42","3764,8","2068,85","37,97152579",Municipio_Enciso_Aptitud_Media_934.csv
6540,"2830,77","24853,91","212,2","13893,51","134,03","3915,41","2103,57","32,28162055",Municipio_Enciso_Aptitud_Media_934.csv
6541,"3075,57","24161,97","373,17","13820,38","131,27","4094,8","2227,8","49,26995378",Municipio_Enciso_Aptitud_Media_934.csv
6542,"2885,52","25079,01","1441,24","15411,74","124,34","3609,65","1997,61","49,48673684",Municipio_Enciso_Aptitud_Media_934.csv
6543,"3109,23","24279,24","874,55","15565,17","122,81","3531,38","2003,3","41,56524235",Municipio_Enciso_Aptitud_Media_934.csv
6544,"2881,48","25057,24","1046,57","15376,56","155,01","3670,95","2080,11","61,20643681",Municipio_Enciso_Aptitud_Media_934.csv
6545,"2843,62","24363,35","1015,16","15247,18","132,75","3692,09","2041,91","57,24429452",Municipio_Enciso_Aptitud_Media_935.csv
6546,"3100,77","24096,52","469,82","14860,49","127,42","3764,8","2068,85","37,97152579",Municipio_Enciso_Aptitud_Media_935.csv
6547,"2830,77","24853,91","212,2","13893,51","134,03","3915,41","2103,57","32,28162055",Municipio_Enciso_Aptitud_Media_935.csv
6548,"3075,57","24161,97","373,17","13820,38","131,27","4094,8","2227,8","49,26995378",Municipio_Enciso_Aptitud_Media_935.csv
6549,"2885,52","25079,01","1441,24","15411,74","124,34","3609,65","1997,61","49,48673684",Municipio_Enciso_Aptitud_Media_935.csv
6550,"3109,23","24279,24","874,55","15565,17","122,81","3531,38","2003,3","41,56524235",Municipio_Enciso_Aptitud_Media_935.csv
6551,"2881,48","25057,24","1046,57","15376,56","155,01","3670,95","2080,11","61,20643681",Municipio_Enciso_Aptitud_Media_935.csv
6552,"3290,55","23992,86","716,14","14872,51","70,34","4519,38","2922,79","129,1264279",Municipio_Enciso_Aptitud_Media_936.csv
6553,"3321,51","23760,45","409,65","14007,75","69,87","4687,03","2922,37","106,5037561",Municipio_Enciso_Aptitud_Media_936.csv
6554,"3333,72","24490,79","141,08","12549,16","67,28","4921,4","3019,87","107,0805971",Municipio_Enciso_Aptitud_Media_936.csv
6555,"3239,65","23827,48","409,69","13512,48","78,47","4804,24","3059,38","112,673151",Municipio_Enciso_Aptitud_Media_936.csv
6556,"3260,34","24604,61","1538,74","15495,85","68,65","4323,39","2852,56","189,853024",Municipio_Enciso_Aptitud_Media_936.csv
6557,"3284,01","23872,16","927,22","15635,32","72,08","4190,81","2810,37","138,9089221",Municipio_Enciso_Aptitud_Media_936.csv
6558,"3346,7","24603,63","1004,64","15182,25","78,56","4467,24","2906,41","209,7086878",Municipio_Enciso_Aptitud_Media_936.csv
6559,"2843,62","24363,35","716,14","14872,51","70,34","4519,38","2922,79","152,4738864",Municipio_Enciso_Aptitud_Media_937.csv
6560,"3100,77","24096,52","409,65","14007,75","69,87","4687,03","2922,37","105,5572094",Municipio_Enciso_Aptitud_Media_937.csv
6561,"2830,77","24853,91","141,08","12549,16","67,28","4921,4","3019,87","91,9003112",Municipio_Enciso_Aptitud_Media_937.csv
6562,"3075,57","24161,97","409,69","13512,48","78,47","4804,24","3059,38","112,5752221",Municipio_Enciso_Aptitud_Media_937.csv
6563,"2885,52","25079,01","1538,74","15495,85","68,65","4323,39","2852,56","166,9495452",Municipio_Enciso_Aptitud_Media_937.csv
6564,"3109,23","24279,24","927,22","15635,32","72,08","4190,81","2810,37","135,8087853",Municipio_Enciso_Aptitud_Media_937.csv
6565,"2881,48","25057,24","1004,64","15182,25","78,56","4467,24","2906,41","185,3659166",Municipio_Enciso_Aptitud_Media_937.csv
6566,"2843,62","24363,35","716,14","14872,51","70,34","4519,38","2922,79","152,4738864",Municipio_Enciso_Aptitud_Media_938.csv
6567,"3100,77","24096,52","409,65","14007,75","69,87","4687,03","2922,37","105,5572094",Municipio_Enciso_Aptitud_Media_938.csv
6568,"2830,77","24853,91","141,08","12549,16","67,28","4921,4","3019,87","91,9003112",Municipio_Enciso_Aptitud_Media_938.csv
6569,"3075,57","24161,97","409,69","13512,48","78,47","4804,24","3059,38","112,5752221",Municipio_Enciso_Aptitud_Media_938.csv
6570,"2885,52","25079,01","1538,74","15495,85","68,65","4323,39","2852,56","166,9495452",Municipio_Enciso_Aptitud_Media_938.csv
6571,"3109,23","24279,24","927,22","15635,32","72,08","4190,81","2810,37","135,8087853",Municipio_Enciso_Aptitud_Media_938.csv
6572,"2881,48","25057,24","1004,64","15182,25","78,56","4467,24","2906,41","185,3659166",Municipio_Enciso_Aptitud_Media_938.csv
6573,"2843,62","24363,35","716,14","14872,51","70,34","4519,38","2922,79","152,4738864",Municipio_Enciso_Aptitud_Media_939.csv
6574,"3100,77","24096,52","409,65","14007,75","69,87","4687,03","2922,37","105,5572094",Municipio_Enciso_Aptitud_Media_939.csv
6575,"2830,77","24853,91","141,08","12549,16","67,28","4921,4","3019,87","91,9003112",Municipio_Enciso_Aptitud_Media_939.csv
6576,"3075,57","24161,97","409,69","13512,48","78,47","4804,24","3059,38","112,5752221",Municipio_Enciso_Aptitud_Media_939.csv
6577,"2885,52","25079,01","1538,74","15495,85","68,65","4323,39","2852,56","166,9495452",Municipio_Enciso_Aptitud_Media_939.csv
6578,"3109,23","24279,24","927,22","15635,32","72,08","4190,81","2810,37","135,8087853",Municipio_Enciso_Aptitud_Media_939.csv
6579,"2881,48","25057,24","1004,64","15182,25","78,56","4467,24","2906,41","185,3659166",Municipio_Enciso_Aptitud_Media_939.csv
6580,"3290,55","23992,86","716,14","14872,51","70,34","4519,38","2922,79","129,1264279",Municipio_Enciso_Aptitud_Baja_940.csv
6581,"3321,51","23760,45","409,65","14007,75","69,87","4687,03","2922,37","106,5037561",Municipio_Enciso_Aptitud_Baja_940.csv
6582,"3333,72","24490,79","141,08","12549,16","67,28","4921,4","3019,87","107,0805971",Municipio_Enciso_Aptitud_Baja_940.csv
6583,"3239,65","23827,48","409,69","13512,48","78,47","4804,24","3059,38","112,673151",Municipio_Enciso_Aptitud_Baja_940.csv
6584,"3260,34","24604,61","1538,74","15495,85","68,65","4323,39","2852,56","189,853024",Municipio_Enciso_Aptitud_Baja_940.csv
6585,"3284,01","23872,16","927,22","15635,32","72,08","4190,81","2810,37","138,9089221",Municipio_Enciso_Aptitud_Baja_940.csv
6586,"3346,7","24603,63","1004,64","15182,25","78,56","4467,24","2906,41","209,7086878",Municipio_Enciso_Aptitud_Baja_940.csv
6587,"2843,62","24363,35","716,14","14872,51","70,34","4519,38","2922,79","152,4738864",Municipio_Enciso_Aptitud_Baja_941.csv
6588,"3100,77","24096,52","409,65","14007,75","69,87","4687,03","2922,37","105,5572094",Municipio_Enciso_Aptitud_Baja_941.csv
6589,"2830,77","24853,91","141,08","12549,16","67,28","4921,4","3019,87","91,9003112",Municipio_Enciso_Aptitud_Baja_941.csv
6590,"3075,57","24161,97","409,69","13512,48","78,47","4804,24","3059,38","112,5752221",Municipio_Enciso_Aptitud_Baja_941.csv
6591,"2885,52","25079,01","1538,74","15495,85","68,65","4323,39","2852,56","166,9495452",Municipio_Enciso_Aptitud_Baja_941.csv
6592,"3109,23","24279,24","927,22","15635,32","72,08","4190,81","2810,37","135,8087853",Municipio_Enciso_Aptitud_Baja_941.csv
6593,"2881,48","25057,24","1004,64","15182,25","78,56","4467,24","2906,41","185,3659166",Municipio_Enciso_Aptitud_Baja_941.csv
6594,"2843,62","24363,35","716,14","14872,51","70,34","4519,38","2922,79","152,4738864",Municipio_Enciso_Aptitud_Baja_942.csv
6595,"3100,77","24096,52","409,65","14007,75","69,87","4687,03","2922,37","105,5572094",Municipio_Enciso_Aptitud_Baja_942.csv
6596,"2830,77","24853,91","141,08","12549,16","67,28","4921,4","3019,87","91,9003112",Municipio_Enciso_Aptitud_Baja_942.csv
6597,"3075,57","24161,97","409,69","13512,48","78,47","4804,24","3059,38","112,5752221",Municipio_Enciso_Aptitud_Baja_942.csv
6598,"2885,52","25079,01","1538,74","15495,85","68,65","4323,39","2852,56","166,9495452",Municipio_Enciso_Aptitud_Baja_942.csv
6599,"3109,23","24279,24","927,22","15635,32","72,08","4190,81","2810,37","135,8087853",Municipio_Enciso_Aptitud_Baja_942.csv
6600,"2881,48","25057,24","1004,64","15182,25","78,56","4467,24","2906,41","185,3659166",Municipio_Enciso_Aptitud_Baja_942.csv
6601,"2843,62","24363,35","716,14","14872,51","70,34","4519,38","2922,79","152,4738864",Municipio_Enciso_Aptitud_Baja_943.csv
6602,"3100,77","24096,52","409,65","14007,75","69,87","4687,03","2922,37","105,5572094",Municipio_Enciso_Aptitud_Baja_943.csv
6603,"2830,77","24853,91","141,08","12549,16","67,28","4921,4","3019,87","91,9003112",Municipio_Enciso_Aptitud_Baja_943.csv
6604,"3075,57","24161,97","409,69","13512,48","78,47","4804,24","3059,38","112,5752221",Municipio_Enciso_Aptitud_Baja_943.csv
6605,"2885,52","25079,01","1538,74","15495,85","68,65","4323,39","2852,56","166,9495452",Municipio_Enciso_Aptitud_Baja_943.csv
6606,"3109,23","24279,24","927,22","15635,32","72,08","4190,81","2810,37","135,8087853",Municipio_Enciso_Aptitud_Baja_943.csv
6607,"2881,48","25057,24","1004,64","15182,25","78,56","4467,24","2906,41","185,3659166",Municipio_Enciso_Aptitud_Baja_943.csv
6608,"2843,62","24363,35","716,14","14872,51","70,34","4519,38","2922,79","152,4738864",Municipio_Enciso_Aptitud_Baja_944.csv
6609,"3100,77","24096,52","409,65","14007,75","69,87","4687,03","2922,37","105,5572094",Municipio_Enciso_Aptitud_Baja_944.csv
6610,"2830,77","24853,91","141,08","12549,16","67,28","4921,4","3019,87","91,9003112",Municipio_Enciso_Aptitud_Baja_944.csv
6611,"3075,57","24161,97","409,69","13512,48","78,47","4804,24","3059,38","112,5752221",Municipio_Enciso_Aptitud_Baja_944.csv
6612,"2885,52","25079,01","1538,74","15495,85","68,65","4323,39","2852,56","166,9495452",Municipio_Enciso_Aptitud_Baja_944.csv
6613,"3109,23","24279,24","927,22","15635,32","72,08","4190,81","2810,37","135,8087853",Municipio_Enciso_Aptitud_Baja_944.csv
6614,"2881,48","25057,24","1004,64","15182,25","78,56","4467,24","2906,41","185,3659166",Municipio_Enciso_Aptitud_Baja_944.csv
6615,"2843,62","24363,35","1015,16","15247,18","132,75","3692,09","2041,91","57,24429452",Municipio_Enciso_Aptitud_Baja_945.csv
6616,"3100,77","24096,52","469,82","14860,49","127,42","3764,8","2068,85","37,97152579",Municipio_Enciso_Aptitud_Baja_945.csv
6617,"2830,77","24853,91","212,2","13893,51","134,03","3915,41","2103,57","32,28162055",Municipio_Enciso_Aptitud_Baja_945.csv
6618,"3075,57","24161,97","373,17","13820,38","131,27","4094,8","2227,8","49,26995378",Municipio_Enciso_Aptitud_Baja_945.csv
6619,"2885,52","25079,01","1441,24","15411,74","124,34","3609,65","1997,61","49,48673684",Municipio_Enciso_Aptitud_Baja_945.csv
6620,"3109,23","24279,24","874,55","15565,17","122,81","3531,38","2003,3","41,56524235",Municipio_Enciso_Aptitud_Baja_945.csv
6621,"2881,48","25057,24","1046,57","15376,56","155,01","3670,95","2080,11","61,20643681",Municipio_Enciso_Aptitud_Baja_945.csv
6622,"3321,55","24210,84","379,5","13002,68","165,18","4939,81","2962,13","107,5512181",Municipio_Enciso_Aptitud_Baja_946.csv
6623,"3417,47","23370,36","285,09","13333,45","177,55","4814,59","2905,65","108,5718454",Municipio_Enciso_Aptitud_Baja_946.csv
6624,"3295,76","24794,67","15,33","11164,15","177,63","5206,84","3066,08","112,2298192",Municipio_Enciso_Aptitud_Baja_946.csv
6625,"3294,32","23258,29","328,66","12097,13","186,05","5027,45","2973,28","125,3954865",Municipio_Enciso_Aptitud_Baja_946.csv
6626,"3279,69","24932,67","1112,09","14408,87","152,99","4467,69","2842,54","203,2063363",Municipio_Enciso_Aptitud_Baja_946.csv
6627,"3322,16","23445,66","766,92",14783,"166,62","4300,81","2726,55","141,1501383",Municipio_Enciso_Aptitud_Baja_946.csv
6628,"3361,78","24830,38","814,18","13809,31","157,65","4675,93","2951,38","183,6272361",Municipio_Enciso_Aptitud_Baja_946.csv
6629,"3321,55","24210,84","379,5","13002,68","165,18","4939,81","2962,13","107,5512181",Municipio_Enciso_Aptitud_Baja_947.csv
6630,"3417,47","23370,36","285,09","13333,45","177,55","4814,59","2905,65","108,5718454",Municipio_Enciso_Aptitud_Baja_947.csv
6631,"3295,76","24794,67","15,33","11164,15","177,63","5206,84","3066,08","112,2298192",Municipio_Enciso_Aptitud_Baja_947.csv
6632,"3294,32","23258,29","328,66","12097,13","186,05","5027,45","2973,28","125,3954865",Municipio_Enciso_Aptitud_Baja_947.csv
6633,"3279,69","24932,67","1112,09","14408,87","152,99","4467,69","2842,54","203,2063363",Municipio_Enciso_Aptitud_Baja_947.csv
6634,"3322,16","23445,66","766,92",14783,"166,62","4300,81","2726,55","141,1501383",Municipio_Enciso_Aptitud_Baja_947.csv
6635,"3361,78","24830,38","814,18","13809,31","157,65","4675,93","2951,38","183,6272361",Municipio_Enciso_Aptitud_Baja_947.csv
6636,"3321,55","24210,84","379,5","13002,68","165,18","4939,81","2962,13","107,5512181",Municipio_Enciso_Aptitud_Baja_948.csv
6637,"3417,47","23370,36","285,09","13333,45","177,55","4814,59","2905,65","108,5718454",Municipio_Enciso_Aptitud_Baja_948.csv
6638,"3295,76","24794,67","15,33","11164,15","177,63","5206,84","3066,08","112,2298192",Municipio_Enciso_Aptitud_Baja_948.csv
6639,"3294,32","23258,29","328,66","12097,13","186,05","5027,45","2973,28","125,3954865",Municipio_Enciso_Aptitud_Baja_948.csv
6640,"3279,69","24932,67","1112,09","14408,87","152,99","4467,69","2842,54","203,2063363",Municipio_Enciso_Aptitud_Baja_948.csv
6641,"3322,16","23445,66","766,92",14783,"166,62","4300,81","2726,55","141,1501383",Municipio_Enciso_Aptitud_Baja_948.csv
6642,"3361,78","24830,38","814,18","13809,31","157,65","4675,93","2951,38","183,6272361",Municipio_Enciso_Aptitud_Baja_948.csv
6643,"3321,55","24210,84","379,5","13002,68","165,18","4939,81","2962,13","107,5512181",Municipio_Enciso_Aptitud_Baja_949.csv
6644,"3417,47","23370,36","285,09","13333,45","177,55","4814,59","2905,65","108,5718454",Municipio_Enciso_Aptitud_Baja_949.csv
6645,"3295,76","24794,67","15,33","11164,15","177,63","5206,84","3066,08","112,2298192",Municipio_Enciso_Aptitud_Baja_949.csv
6646,"3294,32","23258,29","328,66","12097,13","186,05","5027,45","2973,28","125,3954865",Municipio_Enciso_Aptitud_Baja_949.csv
6647,"3279,69","24932,67","1112,09","14408,87","152,99","4467,69","2842,54","203,2063363",Municipio_Enciso_Aptitud_Baja_949.csv
6648,"3322,16","23445,66","766,92",14783,"166,62","4300,81","2726,55","141,1501383",Municipio_Enciso_Aptitud_Baja_949.csv
